Group Name,Machine,Transaction Date,Transaction No,Slot No,Product Code,Menu,Service,Status,Delivery,Category,Price
Master,Machine B ,2025-10-13 19:29:11,2764225,11,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-13 18:13:11,2762663,6,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-13 17:34:05,2761562,3,UMMIM5,Oats Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-13 15:32:22,2756405,5,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-13 14:24:36,2752911,11,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-13 14:23:49,2752867,2,UMMIJ1,Carrot Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-13 14:16:17,2752135,2,UMMIJ1,Carrot Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-13 13:58:14,2750445,2,UMMIJ1,Carrot Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-13 13:32:41,2747357,5,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-13 12:31:42,2740559,64,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-13 11:44:48,2736636,5,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-13 10:42:30,2734359,5,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-13 10:08:15,2732677,21,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-10 17:05:31,2721053,11,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-10 14:00:38,2715858,67,UMMIE1,Vegetable Crudités With Labneh Herb Dip,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-10 13:55:28,2715493,41,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-10 13:38:25,2713960,37,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-10 13:07:37,2711860,21,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-10 13:05:49,2711604,41,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-10 12:50:31,2710462,51,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-10 11:20:42,2707017,17,UMMIF2,Tropical Açaí Bowl,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-10 11:08:41,2706029,6,UMMIB3,Morning Choco Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-09 19:07:27,2698841,14,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-09 17:53:33,2696951,61,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-09 15:39:24,2692869,1,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-09 14:35:33,2690419,61,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-09 14:25:16,2690070,2,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-09 14:13:22,2689386,1,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-09 14:09:19,2689185,34,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-09 14:01:31,2688971,44,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-09 13:57:32,2688645,57,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-09 13:37:01,2687039,1,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-09 13:34:53,2686736,27,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-09 13:33:53,2686670,2,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-09 13:32:57,2686414,54,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-09 13:31:53,2686229,41,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-09 13:30:54,2685996,4,UMMIM3,Strawberry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-09 13:30:03,2685608,54,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-09 13:28:32,2685436,1,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-09 13:27:43,2685219,21,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-09 13:26:31,2685139,21,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-09 13:25:42,2685082,2,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-09 13:13:55,2683616,51,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-09 13:10:09,2683220,34,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-09 13:08:48,2683198,67,UMMIE1,Vegetable Crudités With Labneh Herb Dip,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-09 12:59:40,2682491,2,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-09 12:57:02,2682021,31,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-09 12:56:11,2681873,11,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-09 12:42:23,2681002,41,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-09 12:03:57,2676796,51,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-09 11:42:52,2674631,4,UMMIM3,Strawberry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-09 11:41:39,2674426,31,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-09 11:32:41,2673982,27,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-09 11:00:34,2671517,6,UMMIB3,Morning Choco Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-09 10:55:15,2671461,17,UMMIF2,Tropical Açaí Bowl,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-09 10:51:11,2671284,6,UMMIB3,Morning Choco Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-09 10:13:34,2669426,11,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-09 09:55:03,2668527,17,UMMIF2,Tropical Açaí Bowl,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-08 15:01:35,2657802,4,UMMIM3,Strawberry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-08 14:37:26,2656839,17,UMMIF2,Tropical Açaí Bowl,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-08 13:56:10,2654248,37,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-08 13:39:41,2652593,64,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-08 13:38:40,2652451,41,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-08 13:29:08,2651892,27,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-08 13:21:26,2651441,41,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-08 13:19:32,2651380,61,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-08 13:09:39,2650493,31,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-08 13:08:43,2650377,17,UMMIF2,Tropical Açaí Bowl,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-08 13:07:45,2650040,14,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-08 12:57:17,2649115,27,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-08 12:55:53,2648974,24,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-08 12:33:11,2646828,51,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-08 12:31:43,2646736,31,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-08 11:48:24,2642793,6,UMMIB3,Morning Choco Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-08 11:38:52,2642288,11,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-08 11:33:37,2642112,61,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-08 11:32:15,2641884,57,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-08 11:31:03,2641580,4,UMMIM3,Strawberry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-08 10:43:45,2638124,6,UMMIB3,Morning Choco Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-08 09:49:31,2637057,21,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-08 09:34:13,2636382,11,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-08 08:38:47,2635177,51,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-08 08:28:09,2634953,21,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-07 18:36:06,2631544,21,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-07 18:21:35,2631311,21,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-07 17:04:17,2629636,67,UMMIE1,Vegetable Crudités With Labneh Herb Dip,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-07 16:20:15,2628565,37,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-07 15:44:09,2627350,44,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-07 15:25:42,2626698,11,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-07 15:24:35,2626459,2,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-07 15:23:36,2626315,2,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-07 15:06:37,2625550,67,UMMIE1,Vegetable Crudités With Labneh Herb Dip,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-07 15:03:51,2625190,4,UMMIM3,Strawberry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-07 15:02:12,2625065,2,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-07 14:20:39,2624030,34,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-07 14:19:37,2623961,11,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-07 13:50:48,2622501,17,UMMIF2,Tropical Açaí Bowl,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-07 13:44:27,2622045,51,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-07 13:40:15,2621647,1,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-07 13:36:42,2621120,1,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-07 13:35:10,2620971,41,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-07 13:33:32,2620633,1,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-07 13:31:55,2620438,2,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-07 13:06:53,2618500,41,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-07 12:51:00,2616290,61,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-07 12:50:15,2615979,34,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-07 12:44:16,2615255,27,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-07 12:42:36,2615102,51,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-07 12:37:11,2614474,31,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-07 12:22:39,2613552,31,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-07 11:51:31,2611524,2,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-07 11:50:39,2611303,27,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-07 11:28:54,2609998,17,UMMIF2,Tropical Açaí Bowl,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-07 11:23:36,2609703,2,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-07 11:21:20,2609564,6,UMMIB3,Morning Choco Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-07 11:06:40,2608663,6,UMMIB3,Morning Choco Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-07 09:36:49,2606670,1,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-07 09:35:52,2606585,1,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-06 19:22:34,2601223,37,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-06 17:47:53,2599883,1,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-06 16:46:40,2598440,2,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-06 14:08:49,2593864,4,UMMIM3,Strawberry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-06 14:07:17,2593428,17,UMMIF2,Tropical Açaí Bowl,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-06 14:06:14,2593123,11,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-06 13:41:33,2592156,11,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-06 13:39:48,2591845,31,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-06 13:34:55,2591414,37,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-06 12:51:21,2587885,1,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-06 12:50:16,2587660,61,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-06 12:49:05,2587510,17,UMMIF2,Tropical Açaí Bowl,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-06 12:34:46,2586602,24,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-06 12:08:27,2584589,34,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-06 12:07:27,2584448,27,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-06 12:04:03,2584220,21,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-06 12:02:49,2584064,27,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-06 11:01:22,2581991,41,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-06 10:21:50,2580491,21,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-03 20:53:04,2574119,67,UMMIV9,Tomato Mozzarella Pesto Sandwich ,Cash,Successful,Delivery,Bakery,Standard
Master,Machine B ,2025-10-03 18:37:56,2573149,31,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-03 16:48:55,2572611,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-03 14:52:39,2571139,67,UMMIV9,Tomato Mozzarella Pesto Sandwich ,Cash,Successful,Delivery,Bakery,Standard
Master,Machine B ,2025-10-03 14:51:16,2571018,64,UMMIR19,Mixed Vegetables with Paneer Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine B ,2025-10-03 14:39:11,2570813,1,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-03 13:38:09,2569007,51,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-03 12:36:33,2567699,51,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-03 12:07:59,2566714,67,UMMIV9,Tomato Mozzarella Pesto Sandwich ,Cash,Successful,Delivery,Bakery,Standard
Master,Machine B ,2025-10-03 12:04:31,2566684,61,UMMIS11,SuperFood with Cheese Salad ,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-03 11:12:55,2565285,14,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-03 10:54:36,2564414,14,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-03 09:29:39,2562476,6,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-03 09:27:03,2562296,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-03 09:26:09,2562121,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-02 20:10:20,2559647,14,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-02 18:27:12,2558328,1,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-02 17:11:31,2556644,61,UMMIS11,SuperFood with Cheese Salad ,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-02 16:33:57,2556187,61,UMMIS11,SuperFood with Cheese Salad ,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine B ,2025-10-02 14:58:03,2554137,3,UMMIM8,Dates Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-02 14:56:57,2553900,67,UMMIV9,Tomato Mozzarella Pesto Sandwich ,Cash,Successful,Delivery,Bakery,Standard
Master,Machine B ,2025-10-02 14:50:18,2553626,67,UMMIV9,Tomato Mozzarella Pesto Sandwich ,Cash,Successful,Delivery,Bakery,Standard
Master,Machine B ,2025-10-02 14:42:24,2552848,1,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-02 14:41:33,2552670,54,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-02 14:13:02,2550096,2,UMMIJ12,Lemonade Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-02 14:09:34,2549953,21,UMMIS1 ,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-02 14:00:50,2549223,1,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-02 13:41:19,2547664,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-02 13:38:18,2547464,54,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-02 13:29:09,2546871,51,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-02 13:22:30,2546130,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-02 13:21:35,2545966,2,UMMIJ12,Lemonade Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-02 13:20:20,2545815,34,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-02 13:02:27,2544825,31,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-02 12:55:58,2544466,51,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-02 12:45:19,2543817,2,UMMIJ12,Lemonade Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-02 12:01:32,2541624,31,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-02 11:41:22,2540270,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-02 11:15:53,2539245,47,UMMIR21,Dal Makhani with Saffron Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine B ,2025-10-02 10:58:17,2537952,6,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-02 10:56:11,2537727,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-02 10:50:58,2537302,41,UMMIR7,Sweet And Sour Prawn Teriyaki Noodles ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-02 10:50:04,2537228,41,UMMIR7,Sweet And Sour Prawn Teriyaki Noodles ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine B ,2025-10-02 09:46:35,2534706,2,UMMIJ12,Lemonade Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-02 09:38:04,2534517,6,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine B ,2025-10-01 18:12:41,2529220,14,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-01 18:11:29,2529185,34,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-01 14:35:18,2524006,27,UMMIS1 ,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-01 14:22:18,2523010,2,UMMIJ12,Lemonade Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine B ,2025-10-01 14:21:21,2522885,31,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine B ,2025-10-01 14:14:39,2522673,67,UMMIV9,Tomato Mozzarella Pesto Sandwich ,Cash,Successful,Delivery,Bakery,Standard
