Group Name,Machine,Transaction Date,Transaction No,Slot No,Product Code,Product Name,Service,Status,Delivery,Category,Price
Master,Machine A,17-11-25 11:21,3648263,1,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,17-11-25 09:59,3641856,9,UMMIM10,Laban Mint Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,17-11-25 09:51,3640983,21,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,17-11-25 08:44,3637828,24,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,17-11-25 08:43,3637745,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,16-11-25 12:36,3634532,64,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,15-11-25 22:10,3634037,67,UMMIG2,Vegan Burrito Bowl,Cash,Successful,Delivery,Vegan,Premium
Master,Machine A,15-11-25 19:38,3633887,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,15-11-25 19:34,3633745,27,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,15-11-25 19:27,3633576,14,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,15-11-25 18:35,3633226,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,15-11-25 18:34,3633188,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,15-11-25 18:25,3633028,10,UMMIM4,Mango Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,15-11-25 17:02,3631688,1,UMMIS32,Chicken Guacamole Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,15-11-25 14:39,3630255,61,UMMIS30,Labneh and Zaatar in Brown Bread,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,15-11-25 14:32,3630170,57,UMMIV8,Egg Mayo Sandwich with Brown Bread ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,15-11-25 14:11,3629865,10,UMMIM4,Mango Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,15-11-25 14:07,3629608,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,15-11-25 14:02,3629393,17,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,15-11-25 13:20,3629060,31,UMMIR16,Chicken Tandoori with Basil Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,15-11-25 09:55,3626761,51,UMMIS31,Cheese Croissant,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,15-11-25 09:53,3626662,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,15-11-25 09:20,3626172,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,14-11-25 21:04,3624000,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,14-11-25 21:00,3623981,67,UMMIG2,Vegan Burrito Bowl,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,14-11-25 20:23,3623841,67,UMMIG2,Vegan Burrito Bowl,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,14-11-25 18:18,3622607,64,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,14-11-25 17:15,3621295,27,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,14-11-25 17:07,3621119,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,14-11-25 16:36,3620418,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,14-11-25 16:07,3619920,10,UMMIM4,Mango Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,14-11-25 15:58,3619447,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,14-11-25 15:56,3619207,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,14-11-25 15:55,3619105,61,UMMIS30,Labneh and Zaatar in Brown Bread,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,14-11-25 15:17,3617164,10,UMMIM4,Mango Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,14-11-25 15:07,3616758,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegeterian,Affordable
Master,Machine A,14-11-25 15:05,3616455,14,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,14-11-25 14:20,3614526,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,14-11-25 14:19,3614423,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,14-11-25 14:04,3613994,17,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,14-11-25 13:59,3612919,27,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,14-11-25 13:52,3611924,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,14-11-25 13:50,3611738,31,UMMIR16,Chicken Tandoori with Basil Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,14-11-25 12:42,3606427,61,UMMIS30,Labneh and Zaatar in Brown Bread,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,14-11-25 12:14,3604929,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,14-11-25 12:02,3604658,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,14-11-25 09:26,3596710,51,UMMIS31,Cheese Croissant,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,14-11-25 09:13,3596288,57,UMMIV8,Egg Mayo Sandwich with Brown Bread ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,14-11-25 09:12,3596080,17,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-11-25 17:53,3590750,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-11-25 17:50,3590660,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-11-25 17:04,3589824,61,UMMIS30,Labneh and Zaatar in Brown Bread,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,13-11-25 17:03,3589714,51,UMMIS31,Cheese Croissant,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,13-11-25 16:16,3588634,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,13-11-25 15:58,3587722,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-11-25 15:53,3587555,14,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,13-11-25 15:17,3585748,27,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-11-25 14:56,3583935,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,13-11-25 13:36,3580918,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,13-11-25 13:34,3580879,17,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-11-25 13:11,3578367,31,UMMIR16,Chicken Tandoori with Basil Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-11-25 12:05,3570273,61,UMMIS30,Labneh and Zaatar in Brown Bread,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,13-11-25 11:58,3569720,31,UMMIR16,Chicken Tandoori with Basil Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-11-25 11:55,3569569,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,13-11-25 11:21,3567408,51,UMMIS31,Cheese Croissant,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,13-11-25 11:10,3566536,27,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-11-25 09:26,3560210,27,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,12-11-25 21:51,3556177,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,12-11-25 20:00,3555088,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,12-11-25 17:04,3552313,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,12-11-25 16:29,3550198,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,12-11-25 16:09,3549366,10,UMMIM4,Mango Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,12-11-25 16:07,3549297,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,12-11-25 15:38,3548350,57,UMMIV8,Egg Mayo Sandwich with Brown Bread ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,12-11-25 15:20,3547196,31,UMMIR16,Chicken Tandoori with Basil Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,12-11-25 15:11,3546569,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,12-11-25 15:06,3546171,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,12-11-25 15:03,3546082,17,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,12-11-25 14:12,3543561,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,12-11-25 13:38,3540224,27,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,12-11-25 13:23,3539024,27,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,12-11-25 13:22,3538721,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,12-11-25 12:11,3530123,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,12-11-25 11:56,3528749,64,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,12-11-25 11:51,3528610,14,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,12-11-25 11:48,3528305,31,UMMIR16,Chicken Tandoori with Basil Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,12-11-25 11:21,3526644,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,12-11-25 11:13,3525905,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,12-11-25 09:24,3518870,17,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,12-11-25 09:23,3518783,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,12-11-25 09:16,3518642,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,12-11-25 09:11,3518059,27,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,12-11-25 01:26,3513002,27,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,11-11-25 17:10,3510132,27,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,11-11-25 16:06,3508192,17,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,11-11-25 16:04,3507956,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,11-11-25 14:00,3501615,10,UMMIM4,Mango Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,11-11-25 13:52,3501064,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,11-11-25 13:48,3500848,57,UMMIV8,Egg Mayo Sandwich with Brown Bread ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,11-11-25 13:39,3500366,64,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,11-11-25 12:24,3493282,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,11-11-25 12:23,3492809,31,UMMIR16,Chicken Tandoori with Basil Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,11-11-25 11:22,3489101,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,11-11-25 11:18,3488854,27,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,11-11-25 10:39,3486004,14,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,10-11-25 23:40,3479115,10,UMMIM4,Mango Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,10-11-25 19:08,3477643,64,UMMIR35,Yellow Dal Tadka with Basmati Rice,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,10-11-25 19:07,3477579,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,10-11-25 18:11,3476585,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,10-11-25 18:01,3476247,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,10-11-25 17:59,3476077,17,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,10-11-25 17:20,3474804,17,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,10-11-25 17:10,3474423,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,10-11-25 17:07,3474207,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,10-11-25 17:03,3474193,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,10-11-25 16:50,3473020,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,10-11-25 16:13,3471411,31,UMMIR16,Chicken Tandoori with Basil Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,10-11-25 15:46,3470777,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,10-11-25 15:20,3469841,14,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,10-11-25 15:15,3469421,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,10-11-25 15:14,3469357,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,10-11-25 15:06,3468650,11,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,10-11-25 14:07,3465564,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,10-11-25 14:06,3465486,27,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,10-11-25 14:03,3465231,27,UMMIR17,BBQ Prawns with Fusilli Pasta,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,10-11-25 13:45,3463607,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,10-11-25 13:18,3461143,30,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,10-11-25 13:04,3459008,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,10-11-25 11:09,3450164,21,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,10-11-25 09:19,3444842,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,08-11-25 18:35,3438531,61,UMMIS2,Quinoa Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,08-11-25 17:17,3438333,41,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,08-11-25 17:09,3438282,67,UMMIS20,Mediterranean Artichoke salad ,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,08-11-25 15:35,3437316,31,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,08-11-25 15:31,3437167,17,UMMIF3,Mango Berry Cacao Bowl ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,08-11-25 13:02,3435460,27,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,08-11-25 12:44,3434806,37,UMMIR11,Chicken Strips with Sushi Rice ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,08-11-25 09:34,3432551,64,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,08-11-25 09:16,3432356,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,07-11-25 22:05,3431647,64,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,07-11-25 20:36,3430921,20,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,07-11-25 19:45,3430596,17,UMMIF3,Mango Berry Cacao Bowl ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,07-11-25 19:28,3430401,30,UMMIB5,Peanut Butter Strawberry Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,07-11-25 19:10,3430275,27,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,07-11-25 18:35,3429662,61,UMMIS2,Quinoa Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,07-11-25 18:10,3428832,67,UMMIS20,Mediterranean Artichoke salad ,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,07-11-25 17:28,3427830,1,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,07-11-25 16:43,3426440,41,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,07-11-25 16:18,3425912,41,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,07-11-25 16:10,3425713,30,UMMIB5,Peanut Butter Strawberry Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,07-11-25 16:01,3425556,10,UMMIM3,Strawberry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,07-11-25 15:49,3425190,27,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,07-11-25 14:38,3423680,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,07-11-25 14:14,3422494,20,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,07-11-25 14:05,3421870,30,UMMIB5,Peanut Butter Strawberry Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,07-11-25 14:00,3421295,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,07-11-25 13:54,3420590,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,07-11-25 13:52,3420214,37,UMMIR11,Chicken Strips with Sushi Rice ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,07-11-25 12:45,3413276,31,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,07-11-25 12:44,3413151,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,07-11-25 12:40,3412896,1,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,07-11-25 12:30,3412120,17,UMMIF3,Mango Berry Cacao Bowl ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,07-11-25 12:28,3412047,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,07-11-25 12:27,3411824,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,07-11-25 11:59,3410033,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,07-11-25 11:44,3408936,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,07-11-25 09:51,3404082,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,07-11-25 09:22,3402836,31,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,07-11-25 09:17,3402673,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,07-11-25 08:22,3400517,20,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,06-11-25 20:37,3397629,61,UMMIS2,Quinoa Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,06-11-25 20:09,3397113,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,06-11-25 18:26,3396009,27,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,06-11-25 17:06,3393919,17,UMMIF3,Mango Berry Cacao Bowl ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,06-11-25 16:08,3392038,31,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,06-11-25 16:05,3391903,31,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,06-11-25 16:03,3391554,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,06-11-25 14:06,3385653,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,06-11-25 14:04,3385594,27,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,06-11-25 13:52,3384821,30,UMMIB5,Peanut Butter Strawberry Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,06-11-25 13:09,3381059,20,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,06-11-25 12:53,3378637,41,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,06-11-25 12:52,3378226,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,06-11-25 11:00,3368660,1,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,06-11-25 10:24,3366014,17,UMMIF3,Mango Berry Cacao Bowl ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,05-11-25 23:07,3357938,10,UMMIM3,Strawberry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,05-11-25 19:07,3356041,10,UMMIM3,Strawberry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,05-11-25 19:02,3355952,20,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,05-11-25 18:01,3353784,67,UMMIS20,Mediterranean Artichoke salad ,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,05-11-25 18:00,3353687,41,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,05-11-25 17:16,3352064,41,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,05-11-25 16:57,3350899,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,05-11-25 16:30,3349189,17,UMMIF3,Mango Berry Cacao Bowl ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,05-11-25 15:57,3347270,31,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,05-11-25 15:42,3346146,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,05-11-25 15:21,3344901,27,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,05-11-25 14:40,3341674,37,UMMIR11,Chicken Strips with Sushi Rice ,Cash,Successful,Delivery,Non vegetarian,Premium
