Group Name,Machine,Transaction Date,Transaction No,Slot No,Product Code,Menu,Service,Status,Delivery,Categories,Price
Master,Machine A,20-10-25 13:45,2908278,47,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,20-10-25 13:32,2906872,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,20-10-25 13:23,2906119,10,UMMIB5,Peanut Butter Strawberry Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,20-10-25 13:12,2904793,31,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,20-10-25 13:09,2904237,8,UMMIJ6,Orange Pineapple Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,20-10-25 13:01,2902610,31,UMMIR10,Creamy Chicken Pesto with Chunky Red Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,20-10-25 12:11,2899120,9,UMMIJ16,Coconut Water,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,20-10-25 12:07,2898815,11,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,20-10-25 12:05,2898690,24,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,20-10-25 12:04,2898447,10,UMMIB5,Peanut Butter Strawberry Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,20-10-25 11:16,2895465,8,UMMIJ6,Orange Pineapple Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,20-10-25 11:00,2894410,37,UMMIR11,Chicken Strips with Sushi Rice ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,18-10-25 17:08,2889359,61,UMMIS19,Greek Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,18-10-25 16:58,2889180,61,UMMIS19,Greek Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,18-10-25 16:08,2888904,1,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,18-10-25 16:01,2888868,64,UMMIR5,Vegetable Biryani,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,18-10-25 14:49,2888437,9,UMMIJ1,Carrot Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,18-10-25 14:31,2888008,14,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,18-10-25 14:29,2887975,44,UMMIR13,Spicy Chicken with Pearl CousCous,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,18-10-25 12:58,2887378,11,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,18-10-25 11:37,2886445,10,UMMIM5,Oats Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,18-10-25 09:52,2886190,9,UMMIJ1,Carrot Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,17-10-25 23:55,2885503,9,UMMIJ1,Carrot Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,17-10-25 21:12,2885147,9,UMMIJ1,Carrot Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,17-10-25 20:05,2884788,24,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,17-10-25 19:45,2884557,11,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,17-10-25 18:51,2884178,24,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,17-10-25 18:48,2884007,21,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,17-10-25 18:04,2883465,10,UMMIM5,Oats Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,17-10-25 15:04,2880812,67,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,17-10-25 14:54,2880435,31,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,17-10-25 14:34,2879789,8,UMMIJ11,Apple Green Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,17-10-25 14:26,2879553,21,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,17-10-25 14:08,2878560,41,UMMIR13,Spicy Chicken with Pearl CousCous,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,17-10-25 14:07,2878499,8,UMMIJ11,Apple Green Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,17-10-25 12:28,2872122,17,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,17-10-25 12:10,2871001,67,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,17-10-25 11:58,2870126,31,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,17-10-25 11:57,2870066,8,UMMIJ11,Apple Green Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,17-10-25 11:23,2869431,1,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,17-10-25 09:26,2865545,41,UMMIR13,Spicy Chicken with Pearl CousCous,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,17-10-25 09:14,2864923,17,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,17-10-25 09:01,2864755,8,UMMIJ11,Apple Green Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,16-10-25 21:54,2863479,67,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,16-10-25 19:42,2862371,11,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,16-10-25 18:02,2861398,41,UMMIR13,Spicy Chicken with Pearl CousCous,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,16-10-25 17:59,2861298,17,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,16-10-25 16:34,2857897,31,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,16-10-25 16:12,2857672,24,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,16-10-25 15:55,2857005,24,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,16-10-25 14:12,2852885,61,UMMIS19,Greek Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,16-10-25 13:36,2850083,61,UMMIS19,Greek Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,16-10-25 13:19,2848457,30,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,16-10-25 12:49,2844717,31,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,16-10-25 12:36,2842992,21,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,16-10-25 12:12,2840117,21,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,16-10-25 11:57,2838795,67,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,16-10-25 11:24,2837069,30,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,16-10-25 11:10,2836690,11,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,16-10-25 09:12,2831657,20,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,16-10-25 09:05,2831582,20,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,15-10-25 19:38,2828642,67,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,15-10-25 19:37,2828543,11,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,15-10-25 19:10,2827683,17,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,15-10-25 19:05,2827415,17,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,15-10-25 18:45,2827355,11,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,15-10-25 18:12,2826950,44,UMMIR13,Spicy Chicken with Pearl CousCous,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,15-10-25 17:42,2826591,41,UMMIR13,Spicy Chicken with Pearl CousCous,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,15-10-25 17:41,2826455,64,UMMIR5,Vegetable Biryani,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,15-10-25 16:49,2825321,24,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,15-10-25 14:14,2819501,1,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,15-10-25 14:13,2819239,41,UMMIR13,Spicy Chicken with Pearl CousCous,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,15-10-25 14:07,2818647,31,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,15-10-25 14:02,2818091,31,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,15-10-25 14:01,2817684,24,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,15-10-25 12:47,2812621,21,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,15-10-25 12:31,2809774,21,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,15-10-25 09:26,2802407,1,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,14-10-25 18:59,2799270,41,UMMIR13,Spicy Chicken with Pearl CousCous,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,14-10-25 17:09,2797497,31,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,14-10-25 17:07,2797343,67,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,14-10-25 17:05,2797234,41,UMMIR13,Spicy Chicken with Pearl CousCous,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,14-10-25 14:01,2789820,11,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,14-10-25 14:00,2789602,21,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,14-10-25 13:15,2784436,64,UMMIR5,Vegetable Biryani,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,14-10-25 13:02,2782243,61,UMMIS19,Greek Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,14-10-25 12:20,2778220,17,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,14-10-25 12:19,2777901,31,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,14-10-25 11:53,2776006,17,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,14-10-25 09:17,2768363,14,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,14-10-25 09:16,2768253,11,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,14-10-25 00:22,2766037,10,UMMIM5,Oats Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,13-10-25 20:37,2765067,8,UMMIJ11,Apple Green Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,13-10-25 20:09,2764707,64,UMMIR5,Vegetable Biryani,Cash,Successful,Delivery,Vegetarian,Premium
Master,Machine A,13-10-25 19:29,2764375,10,UMMIM5,Oats Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,13-10-25 18:58,2763255,20,UMMIB2,Berry Sweet Tart Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,13-10-25 18:44,2763142,8,UMMIJ11,Apple Green Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,13-10-25 18:36,2763076,11,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,13-10-25 18:04,2762382,8,UMMIJ11,Apple Green Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,13-10-25 18:03,2762224,9,UMMIJ1,Carrot Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,13-10-25 16:51,2760425,44,UMMIR13,Spicy Chicken with Pearl CousCous,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,13-10-25 16:28,2759258,10,UMMIM5,Oats Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,13-10-25 16:27,2759103,9,UMMIJ1,Carrot Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,13-10-25 16:26,2759012,30,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,13-10-25 16:07,2758598,24,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-10-25 16:05,2758312,1,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,13-10-25 16:00,2757929,17,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,13-10-25 15:42,2756919,8,UMMIJ11,Apple Green Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,13-10-25 15:40,2756676,1,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,13-10-25 15:24,2756061,9,UMMIJ1,Carrot Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,13-10-25 15:20,2755528,17,UMMIC1,Fruit Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,13-10-25 14:08,2751355,8,UMMIJ11,Apple Green Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,13-10-25 14:07,2751255,9,UMMIJ1,Carrot Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,13-10-25 14:01,2750635,24,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-10-25 13:57,2750337,67,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,13-10-25 13:56,2750269,21,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-10-25 13:54,2750044,8,UMMIJ11,Apple Green Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,13-10-25 13:53,2749900,31,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-10-25 13:49,2749323,30,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,13-10-25 12:18,2739048,41,UMMIR13,Spicy Chicken with Pearl CousCous,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,13-10-25 12:03,2737866,31,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-10-25 12:01,2737560,21,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,13-10-25 10:45,2734511,30,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,13-10-25 09:55,2732142,30,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,12-10-25 09:17,2729149,64,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,11-10-25 17:33,2728083,17,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,11-10-25 14:13,2726931,10,UMMIM3,Strawberry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,11-10-25 14:02,2726838,14,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,10-10-25 21:07,2723844,47,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,10-10-25 21:04,2723606,10,UMMIM3,Strawberry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,10-10-25 20:16,2723495,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,10-10-25 20:15,2723323,24,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,10-10-25 19:27,2722974,21,UMMIF2,Tropical  Açaí Bowl,Cash,Successful,Delivery,Gluten-free,Affordable
Master,Machine A,10-10-25 19:16,2722887,1,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,10-10-25 19:08,2722767,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,10-10-25 17:35,2721540,11,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,10-10-25 17:13,2721315,20,UMMIB3,Morning Choco Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,10-10-25 17:05,2721177,21,UMMIF2,Tropical Açaí­ Bowl,Cash,Successful,Delivery,Gluten-free,Affordable
Master,Machine A,10-10-25 16:48,2720389,20,UMMIB3,Morning Choco Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,10-10-25 16:42,2720202,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,10-10-25 16:41,2720115,1,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,10-10-25 16:31,2719990,9,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,10-10-25 15:50,2718956,17,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,10-10-25 14:53,2717661,14,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,10-10-25 14:04,2716276,11,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,10-10-25 13:58,2715623,34,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,10-10-25 13:46,2714620,64,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,10-10-25 13:43,2714267,37,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,10-10-25 13:42,2714017,31,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,10-10-25 13:04,2711406,34,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,10-10-25 10:52,2704524,9,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,09-10-25 22:40,2701306,8,UMMIJ4,Pomegranate Juice,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,09-10-25 18:23,2698145,1,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,09-10-25 18:03,2697111,11,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,09-10-25 17:40,2696561,11,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,09-10-25 17:21,2696358,9,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,09-10-25 17:16,2696262,21,UMMIF2,Tropical Açaí Bowl,Cash,Successful,Delivery,Gluten-free,Affordable
Master,Machine A,09-10-25 16:53,2695408,9,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,09-10-25 16:05,2693907,14,UMMIS6,Prawn Mango Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,09-10-25 15:57,2693422,44,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,09-10-25 13:51,2688198,64,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,09-10-25 13:50,2688068,31,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,09-10-25 13:24,2684948,21,UMMIF2,Tropical Açaí Bowl,Cash,Successful,Delivery,Gluten-free,Affordable
Master,Machine A,09-10-25 13:16,2684095,1,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,09-10-25 12:11,2677433,64,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,09-10-25 11:51,2675641,24,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,09-10-25 11:02,2671788,34,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,09-10-25 10:46,2670631,31,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,09-10-25 09:28,2666960,20,UMMIB3,Morning Choco Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,09-10-25 09:23,2666760,20,UMMIB3,Morning Choco Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,09-10-25 01:05,2664808,64,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,08-10-25 21:16,2664462,1,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,08-10-25 19:38,2663998,31,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,08-10-25 18:57,2663397,24,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,08-10-25 17:44,2662704,31,UMMIR4,Chicken Tandoori with Coriander Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,08-10-25 16:54,2661946,20,UMMIB3,Morning Choco Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,08-10-25 16:48,2661878,21,UMMIF2,Tropical Açaí Bowl,Cash,Successful,Delivery,Gluten-free,Affordable
Master,Machine A,08-10-25 16:12,2661116,24,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,08-10-25 15:58,2660784,11,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,08-10-25 15:50,2660142,61,UMMIE1,Vegetable Crudités With Labneh Herb Dip,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,08-10-25 15:22,2659067,11,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,08-10-25 15:12,2658499,17,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,08-10-25 14:06,2655658,61,UMMIE1,Vegetable Crudités With Labneh Herb Dip,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,08-10-25 14:03,2654928,17,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,08-10-25 14:02,2654793,34,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,08-10-25 13:41,2652704,34,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,08-10-25 12:38,2647479,24,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,08-10-25 11:07,2639619,1,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,08-10-25 09:53,2637149,64,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,07-10-25 20:20,2633439,9,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,07-10-25 18:56,2632306,64,UMMIS12,Feta & Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,07-10-25 18:36,2631625,20,UMMIB3,Morning Choco Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,07-10-25 17:54,2630939,9,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,07-10-25 17:43,2630828,17,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,07-10-25 17:30,2630766,20,UMMIB3,Morning Choco Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,07-10-25 17:13,2630156,17,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,07-10-25 17:11,2630069,9,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,07-10-25 17:08,2629807,47,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,07-10-25 16:12,2628141,1,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,07-10-25 16:11,2628060,21,UMMIF2,Tropical Açaí Bowl,Cash,Successful,Delivery,Gluten-free,Affordable
